fecha,Préstamos en dólares,Depósitos en dólares
2021-06-14,5360,16242
2021-06-11,5395,16338
2021-06-10,5346,16354
2021-06-09,5350,16303
2021-06-08,5444,16312
2021-06-07,5483,16281
2021-06-04,5596,16268
2021-06-03,5579,16260
2021-06-02,5596,16225
2021-06-01,5598,16225
2021-05-31,5586,16155
2021-05-28,5571,16211
2021-05-27,5563,16169
2021-05-26,5553,16159
2021-05-21,5543,16154
2021-05-20,5548,16110
2021-05-19,5544,16093
2021-05-18,5565,16084
2021-05-17,5571,16085
2021-05-14,5547,16089
2021-05-13,5544,16105
2021-05-12,5563,16085
2021-05-11,5548,16095
2021-05-10,5542,16085
2021-05-07,5542,15980
2021-05-06,5514,15965
2021-05-05,5504,15972
2021-05-04,5517,15968
2021-05-03,5486,15970
2021-04-30,5464,15957
2021-04-29,5467,15911
2021-04-28,5476,15927
2021-04-27,5490,15933
2021-04-26,5481,15926
2021-04-23,5444,15936
2021-04-22,5428,15929
2021-04-21,5418,15949
2021-04-20,5399,15962
2021-04-19,5385,15961
2021-04-16,5389,15959
2021-04-15,5388,15968
2021-04-14,5407,15977
2021-04-13,5394,15982
2021-04-12,5327,15970
2021-04-09,5328,16053
2021-04-08,5308,16025
2021-04-07,5296,16012
2021-04-06,5287,15972
2021-04-05,5278,15964
2021-03-31,5254,15946
2021-03-30,5247,15923
2021-03-29,5247,15919
2021-03-26,5242,15918
2021-03-25,5215,15999
2021-03-23,5176,15965
2021-03-22,5135,15918
2021-03-19,5099,15890
2021-03-18,5082,15849
2021-03-17,5069,15839
2021-03-16,5053,15844
2021-03-15,5040,15774
2021-03-12,5051,15782
2021-03-11,5069,15790
2021-03-10,5032,15779
2021-03-09,5032,15782
2021-03-08,5040,15766
2021-03-05,5057,15766
2021-03-04,5070,15700
2021-03-03,5050,15690
2021-03-02,5044,15699
2021-03-01,5065,15686
2021-02-26,5070,15674
2021-02-25,5083,15655
2021-02-24,5056,15653
2021-02-23,5078,15661
2021-02-22,5057,15653
2021-02-19,5070,15642
2021-02-18,5060,15637
2021-02-17,5034,15622
2021-02-12,5033,15640
2021-02-11,5037,15655
2021-02-10,5035,15645
2021-02-09,5030,15646
2021-02-08,5056,15636
2021-02-05,5055,15638
2021-02-04,5026,15660
2021-02-03,5018,15668
2021-02-02,5047,15685
2021-02-01,5028,15678
2021-01-29,5071,15628
2021-01-28,5085,15631
2021-01-27,5098,15645
2021-01-26,5082,15663
2021-01-25,5073,15646
2021-01-22,5083,15651
2021-01-21,5078,15688
2021-01-20,5077,15704
2021-01-19,5106,15722
2021-01-18,5126,15745
2021-01-15,5107,15737
2021-01-14,5131,15758
2021-01-13,5132,15751
2021-01-12,5147,15780
2021-01-11,5150,15767
2021-01-08,5197,15783
2021-01-07,5200,15783
2021-01-06,5207,15815
2021-01-05,5242,15844
2021-01-04,5302,15907
2020-12-30,5313,15935
2020-12-29,5353,15811
2020-12-28,5323,15622
2020-12-23,5279,15447
2020-12-22,5289,15336
2020-12-21,5304,15198
2020-12-18,5310,15069
2020-12-17,5313,14995
2020-12-16,5334,14960
2020-12-15,5370,14905
2020-12-14,5358,14869
2020-12-11,5351,14862
2020-12-10,5382,14855
2020-12-09,5389,14832
2020-12-04,5358,14783
2020-12-03,5405,14771
2020-12-02,5394,14762
2020-12-01,5437,14734
2020-11-30,5413,14676
2020-11-27,5489,14668
2020-11-26,5499,14668
2020-11-25,5511,14675
2020-11-24,5514,14660
2020-11-20,5562,14680
2020-11-19,5552,14660
2020-11-18,5564,14662
2020-11-17,5564,14654
2020-11-16,5575,14644
2020-11-13,5586,14649
2020-11-12,5586,14635
2020-11-11,5585,14611
2020-11-10,5591,14620
2020-11-09,5596,14633
2020-11-05,5622,14660
2020-11-04,5579,14674
2020-11-03,5628,14689
2020-11-02,5625,14702
2020-10-30,5587,14659
2020-10-29,5646,14698
2020-10-28,5651,14742
2020-10-27,5667,14785
2020-10-26,5673,14852
2020-10-23,5701,14933
2020-10-22,5730,15021
2020-10-21,5741,15068
2020-10-20,5746,15166
2020-10-19,5744,15229
2020-10-16,5773,15287
2020-10-15,5780,15362
2020-10-14,5791,15431
2020-10-13,5798,15484
2020-10-09,5838,15548
2020-10-08,5864,15638
2020-10-07,5874,15697
2020-10-06,5845,15766
2020-10-05,5861,15842
2020-10-02,5945,15963
2020-10-01,5972,16076
2020-09-30,5914,16137
2020-09-29,6007,16251
2020-09-28,6016,16374
2020-09-25,6062,16451
2020-09-24,6074,16625
2020-09-23,6080,16867
2020-09-22,6051,17086
2020-09-21,6052,17195
2020-09-18,6064,17247
2020-09-17,6071,17346
2020-09-16,6094,17353
2020-09-15,6111,17380
2020-09-14,6126,17414
2020-09-11,6148,17369
2020-09-10,6156,17383
2020-09-09,6162,17440
2020-09-08,6174,17466
2020-09-07,6169,17430
2020-09-04,6146,17410
2020-09-03,6162,17399
2020-09-02,6166,17377
2020-09-01,6221,17319
2020-08-31,6153,17165
2020-08-28,6301,17165
2020-08-27,6302,17237
2020-08-26,6318,17246
2020-08-25,6332,17251
2020-08-24,6340,17233
2020-08-21,6362,17229
2020-08-20,6365,17239
2020-08-19,6390,17248
2020-08-18,6416,17244
2020-08-14,6441,17242
2020-08-13,6463,17264
2020-08-12,6505,17274
2020-08-11,6515,17297
2020-08-10,6532,17285
2020-08-07,6538,17264
2020-08-06,6554,17215
2020-08-05,6563,17206
2020-08-04,6569,17192
2020-08-03,6596,17102
2020-07-31,6580,17004
2020-07-30,6668,16921
2020-07-29,6735,16936
2020-07-28,6754,16962
2020-07-27,6754,16942
2020-07-24,6777,16959
2020-07-23,6795,16980
2020-07-22,6818,17007
2020-07-21,6831,17058
2020-07-20,6862,17040
2020-07-17,6888,17110
2020-07-16,6908,17064
2020-07-15,6934,17064
2020-07-14,6970,17062
2020-07-13,6999,16999
2020-07-08,7106,16989
2020-07-07,7130,16993
2020-07-06,7154,16995
2020-07-03,7153,16960
2020-07-02,7211,16942
2020-07-01,7225,16917
2020-06-30,7157,16783
2020-06-29,7286,16782
2020-06-26,7317,16774
2020-06-25,7345,16811
2020-06-24,7395,16803
2020-06-23,7398,16805
2020-06-22,7444,16818
2020-06-19,7490,16837
2020-06-18,7500,16863
2020-06-17,7538,16860
2020-06-16,7560,16857
2020-06-12,7610,16832
2020-06-11,7631,16841
2020-06-10,7647,16857
2020-06-09,7663,16870
2020-06-08,7692,16890
2020-06-05,7678,16855
2020-06-04,7708,16861
2020-06-03,7715,16880
2020-06-02,7730,16902
2020-06-01,7787,16919
2020-05-29,7746,16880
2020-05-28,7859,16891
2020-05-27,7890,16923
2020-05-26,7914,16950
2020-05-22,7942,16985
2020-05-21,7958,17018
2020-05-20,8008,17035
2020-05-19,8037,17073
2020-05-18,8042,17105
2020-05-15,8084,17141
2020-05-14,8097,17173
2020-05-13,8118,17211
2020-05-12,8148,17282
2020-05-11,8173,17310
2020-05-08,8177,17344
2020-05-07,8214,17409
2020-05-06,8228,17475
2020-05-05,8278,17534
2020-05-04,8273,17583
2020-04-30,8255,17783
2020-04-29,8393,17773
2020-04-28,8445,17810
2020-04-27,8471,17851
2020-04-24,8507,17859
2020-04-23,8534,17927
2020-04-22,8578,18030
2020-04-21,8579,18100
2020-04-20,8623,18200
2020-04-17,8682,18287
2020-04-16,8717,18243
2020-04-15,8725,18183
2020-04-14,8766,18151
2020-04-13,8778,18160
2020-04-08,8884,18131
2020-04-07,8868,18146
2020-04-06,8900,18139
2020-04-03,8919,18150
2020-04-02,8908,18124
2020-04-01,8966,18090
2020-03-30,8938,18142
2020-03-27,9002,18090
2020-03-26,9002,18104
2020-03-25,9030,18040
2020-03-20,9078,18056
2020-03-19,9107,18108
2020-03-18,9097,18147
2020-03-17,9157,18157
2020-03-16,9188,18189
2020-03-13,9237,18230
2020-03-12,9260,18388
2020-03-11,9406,18413
2020-03-10,9436,18438
2020-03-09,9458,18469
2020-03-06,9505,18478
2020-03-05,9513,18479
2020-03-04,9484,18474
2020-03-03,9523,18485
2020-03-02,9537,18553
2020-02-28,9500,18555
2020-02-27,9584,18528
2020-02-26,9603,18546
2020-02-21,9651,18574
2020-02-20,9655,18583
2020-02-19,9698,18785
2020-02-18,9703,18603
2020-02-17,9713,18570
2020-02-14,9720,18559
2020-02-13,9747,18572
2020-02-12,9705,18587
2020-02-11,9729,18622
2020-02-10,9773,18637
2020-02-07,9819,18681
2020-02-06,9883,18680
2020-02-05,9846,18690
2020-02-04,9874,18675
2020-02-03,9875,18693
2020-01-31,9859,18719
2020-01-30,9922,18703
2020-01-29,9920,18730
2020-01-28,9944,18778
2020-01-27,9933,18831
2020-01-24,9932,18866
2020-01-23,9959,18895
2020-01-22,9964,18907
2020-01-21,9974,18945
2020-01-20,10025,18977
2020-01-17,10047,18981
2020-01-16,10062,18993
2020-01-15,10038,19019
2020-01-14,9992,19070
2020-01-13,9994,19082
2020-01-10,10023,19138
2020-01-09,10019,19193
2020-01-08,10027,19223
2020-01-07,10079,19245
2020-01-06,10162,19285
2020-01-03,10242,19304
2020-01-02,10296,19365
2019-12-30,10314,19448
2019-12-27,10445,19096
2019-12-26,10464,18672
2019-12-23,10508,18359
2019-12-20,10549,18237
2019-12-19,10589,18167
2019-12-18,10539,18065
2019-12-17,10582,17994
2019-12-16,10572,17906
2019-12-13,10646,17900
2019-12-12,10681,17957
2019-12-11,10687,17912
2019-12-10,10774,18003
2019-12-09,10808,18082
2019-12-06,10902,18275
2019-12-05,10917,18342
2019-12-04,10941,18370
2019-12-03,10971,18410
2019-12-02,10993,18431
2019-11-29,11040,18441
2019-11-28,11125,18363
2019-11-27,11169,18358
2019-11-26,11232,18436
2019-11-25,11257,18482
2019-11-22,11289,18541
2019-11-21,11350,18525
2019-11-20,11387,18582
2019-11-19,11388,18686
2019-11-15,11389,18692
2019-11-14,11407,18519
2019-11-13,11406,18561
2019-11-12,11428,18688
2019-11-11,11479,18739
2019-11-08,11563,18768
2019-11-07,11602,18820
2019-11-05,11664,18825
2019-11-04,11703,18921
2019-11-01,11807,18978
2019-10-31,11840,19099
2019-10-30,11901,19130
2019-10-29,11955,19296
2019-10-28,11999,19529
2019-10-25,12037,19837
2019-10-24,12156,20079
2019-10-23,12299,20464
2019-10-22,12381,20655
2019-10-21,12459,20738
2019-10-18,12511,20771
2019-10-17,12579,20963
2019-10-16,12622,20905
2019-10-15,12718,20998
2019-10-11,12753,21032
2019-10-10,12869,20877
2019-10-09,12893,20981
2019-10-08,12972,21026
2019-10-07,13069,21101
2019-10-04,13201,21147
2019-10-03,13241,21233
2019-10-02,13284,21291
2019-10-01,13361,21381
2019-09-30,13407,21384
2019-09-27,13619,21412
2019-09-26,13699,21275
2019-09-25,13755,21371
2019-09-24,13803,21536
2019-09-23,13842,21627
2019-09-20,13908,21713
2019-09-19,13972,21875
2019-09-18,14009,22210
2019-09-17,14118,22308
2019-09-16,14168,22413
2019-09-13,14286,22547
2019-09-12,14361,22517
2019-09-11,14471,22672
2019-09-10,14545,22852
2019-09-09,14660,23008
2019-09-06,14806,23269
2019-09-05,14995,23674
2019-09-04,15059,24164
2019-09-03,15175,24929
2019-09-02,15402,25649
2019-08-30,15402,26623
2019-08-29,15531,27686
2019-08-28,15626,28519
2019-08-27,15676,28970
2019-08-26,15654,29120
2019-08-23,15716,29304
2019-08-22,15755,29493
2019-08-21,15820,29764
2019-08-20,15877,30097
2019-08-16,16022,30532
2019-08-15,16069,30904
2019-08-14,16031,31273
2019-08-13,16050,31736
2019-08-12,16101,32264
2019-08-09,16247,32492
2019-08-08,16287,32411
2019-08-07,16241,32439
2019-08-06,16259,32424
2019-08-05,16270,32369
2019-08-02,16255,32277
2019-08-01,16311,32315
2019-07-31,16258,32163
2019-07-30,16263,32165
2019-07-29,16211,32139
2019-07-26,16221,32116
2019-07-25,16188,32003
2019-07-24,16174,31879
2019-07-23,16151,31825
2019-07-22,16157,31794
2019-07-19,16135,31716
2019-07-18,16104,31736
2019-07-17,16059,31753
2019-07-16,16015,31664
2019-07-15,15981,31394
2019-07-12,15979,31422
2019-07-11,15986,31382
2019-07-10,15957,31428
2019-07-05,15954,31351
2019-07-04,15921,31312
2019-07-03,15888,31290
2019-07-02,15820,31182
2019-07-01,15772,31197
2019-06-28,15761,30908
2019-06-27,15773,30861
2019-06-26,15780,30926
2019-06-25,15654,30693
2019-06-24,15624,30646
2019-06-21,15570,30645
2019-06-19,15603,30604
2019-06-18,15555,30614
2019-06-14,15569,30622
2019-06-13,15611,30843
2019-06-12,15597,30686
2019-06-11,15630,30644
2019-06-10,15570,30708
2019-06-07,15599,30688
2019-06-06,15639,30640
2019-06-05,15643,30671
2019-06-04,15672,30653
2019-06-03,15682,30646
2019-05-31,15679,30636
2019-05-30,15741,30614
2019-05-29,15755,30638
2019-05-28,15799,30584
2019-05-27,15800,30521
2019-05-24,15801,30451
2019-05-23,15894,30472
2019-05-22,15823,30441
2019-05-21,15808,30534
2019-05-20,15810,30529
2019-05-17,15822,30494
2019-05-16,15858,30491
2019-05-15,15910,30546
2019-05-14,15940,30617
2019-05-13,15948,30738
2019-05-10,15982,30818
2019-05-09,15960,30893
2019-05-08,15991,30911
2019-05-07,15969,30741
2019-05-06,15985,30174
2019-05-03,16049,30191
2019-05-02,15947,30185
2019-04-30,15899,30194
2019-04-29,15908,30086
2019-04-26,15926,30083
2019-04-25,15895,29993
2019-04-24,15887,30029
2019-04-23,15920,30032
2019-04-22,15880,29968
2019-04-17,15874,29924
2019-04-16,15862,30027
2019-04-15,15835,29995
2019-04-12,15823,30052
2019-04-11,15786,29856
2019-04-10,15768,29906
2019-04-09,15745,29834
2019-04-08,15733,29833
2019-04-05,15735,29794
2019-04-04,15783,29811
2019-04-03,15805,29867
2019-04-01,15806,29971
2019-03-29,15791,29828
2019-03-28,15826,29646
2019-03-27,15821,30047
2019-03-26,15823,29824
2019-03-25,15843,29876
2019-03-22,15834,29883
2019-03-21,15833,29938
2019-03-20,15818,30030
2019-03-19,15807,30031
2019-03-18,15812,30059
2019-03-15,15856,29997
2019-03-14,15813,30007
2019-03-13,15731,29960
2019-03-12,15737,29811
2019-03-11,15754,29818
2019-03-08,15767,29769
2019-03-07,15761,29716
2019-03-06,15728,29732
2019-03-01,15765,29709
2019-02-28,15678,29677
2019-02-27,15766,29660
2019-02-26,15777,29654
2019-02-25,15741,29588
2019-02-22,15746,29557
2019-02-21,15812,29673
2019-02-20,15814,29598
2019-02-19,15803,29560
2019-02-18,15763,29626
2019-02-15,15748,29703
2019-02-14,15782,29776
2019-02-13,15782,29769
2019-02-12,15797,29726
2019-02-11,15769,29727
2019-02-08,15753,29819
2019-02-07,15700,29747
2019-02-06,15714,29606
2019-02-05,15673,29598
2019-02-04,15651,29563
2019-02-01,15721,29565
2019-01-31,15680,29527
2019-01-30,15710,29477
2019-01-29,15713,29464
2019-01-28,15711,29429
2019-01-25,15742,29391
2019-01-24,15711,29521
2019-01-23,15709,29555
2019-01-22,15668,29533
2019-01-21,15640,29565
2019-01-18,15640,29563
2019-01-17,15630,29617
2019-01-16,15626,29651
2019-01-15,15577,29671
2019-01-14,15524,29621
2019-01-11,15499,29545
2019-01-10,15462,29492
2019-01-09,15462,29509
2019-01-08,15456,29484
2019-01-07,15405,29419
2019-01-04,15415,29382
2019-01-03,15384,29123
2019-01-02,15337,29086
2018-12-28,15310,28951
2018-12-27,15423,28845
2018-12-26,15466,28999
2018-12-21,15507,28912
2018-12-20,15493,28781
2018-12-19,15527,28706
2018-12-18,15553,28620
2018-12-17,15632,28527
2018-12-14,15613,28492
2018-12-13,15511,28365
2018-12-12,15468,28231
2018-12-11,15469,28184
2018-12-10,15461,28164
2018-12-07,15485,28155
2018-12-06,15521,27763
2018-12-05,15573,27733
2018-12-04,15579,27752
2018-12-03,15576,27736
2018-11-29,15554,27500
2018-11-28,15584,27465
2018-11-27,15517,27505
2018-11-26,15478,27526
2018-11-23,15547,27508
2018-11-22,15542,27511
2018-11-21,15541,27520
2018-11-20,15547,27548
2018-11-16,15574,27513
2018-11-15,15526,27465
2018-11-14,15492,27581
2018-11-13,15499,27592
2018-11-12,15483,27603
2018-11-09,15514,27608
2018-11-08,15520,27548
2018-11-07,15496,27461
2018-11-05,15535,27353
2018-11-02,15554,27353
2018-11-01,15552,27371
2018-10-31,15554,27288
2018-10-30,15642,27184
2018-10-29,15737,27081
2018-10-26,15749,27085
2018-10-25,15725,27037
2018-10-24,15700,27053
2018-10-23,15758,27073
2018-10-22,15788,27104
2018-10-19,15879,27149
2018-10-18,15788,27248
2018-10-17,15756,27212
2018-10-16,15769,27041
2018-10-12,15786,27039
2018-10-11,15813,26952
2018-10-10,15763,26961
2018-10-09,15785,27013
2018-10-08,15827,27079
2018-10-05,15832,27065
2018-10-04,15805,27045
2018-10-03,15809,27065
2018-10-02,15815,27048
2018-10-01,15844,26991
2018-09-28,15932,27021
2018-09-27,15906,26895
2018-09-26,15896,26955
2018-09-25,15908,26964
2018-09-24,15752,27005
2018-09-21,16054,26987
2018-09-20,16054,26996
2018-09-19,16061,27005
2018-09-18,16064,26942
2018-09-17,16098,26921
2018-09-14,16169,26919
2018-09-13,16166,26876
2018-09-12,16195,26952
2018-09-11,16230,26987
2018-09-10,16285,27047
2018-09-07,16333,27162
2018-09-06,16335,27260
2018-09-05,16380,27383
2018-09-04,16418,27552
2018-09-03,16474,27815
2018-08-31,16535,27994
2018-08-30,16542,28309
2018-08-29,16556,28539
2018-08-28,16524,28505
2018-08-27,16493,28585
2018-08-24,16574,28523
2018-08-23,16515,28266
2018-08-22,16475,28296
2018-08-21,16462,28274
2018-08-17,16466,28309
2018-08-16,16371,28221
2018-08-15,16338,28104
2018-08-14,16308,28026
2018-08-13,16330,28018
2018-08-10,16321,27950
2018-08-09,16321,27324
2018-08-08,16302,27243
2018-08-07,16252,27289
2018-08-06,16262,27288
2018-08-03,16273,27353
2018-08-02,16239,27251
2018-08-01,16222,27153
2018-07-31,16249,27102
2018-07-30,16244,27562
2018-07-27,16259,27511
2018-07-26,16240,27468
2018-07-25,16281,27479
2018-07-24,16285,27531
2018-07-23,16313,27555
2018-07-20,16339,27532
2018-07-19,16159,27521
2018-07-18,16050,27503
2018-07-17,16111,27494
2018-07-16,16114,27487
2018-07-13,16129,27461
2018-07-12,16137,27225
2018-07-11,16180,27243
2018-07-10,16179,27230
2018-07-06,16245,27207
2018-07-05,16205,27137
2018-07-04,16170,27073
2018-07-03,16189,26931
2018-07-02,15963,26769
2018-06-29,16017,26633
2018-06-28,16088,26452
2018-06-27,16089,26393
2018-06-26,16307,26396
2018-06-25,16350,26379
2018-06-22,16129,26297
2018-06-21,16350,26209
2018-06-19,16410,26164
2018-06-18,16389,26238
2018-06-15,16329,26230
2018-06-14,16320,26170
2018-06-13,16308,26158
2018-06-12,16376,26210
2018-06-11,16396,26134
2018-06-08,16161,26112
2018-06-07,16430,26044
2018-06-06,16442,26054
2018-06-05,16465,26068
2018-06-04,16522,25991
2018-06-01,16587,25941
2018-05-31,16558,25819
2018-05-30,16589,25773
2018-05-29,16520,25749
2018-05-28,16518,25759
2018-05-24,16570,25831
2018-05-23,16574,25849
2018-05-22,16565,25878
2018-05-21,16597,25932
2018-05-18,16610,25986
2018-05-17,16597,26099
2018-05-16,16612,26231
2018-05-15,16585,26273
2018-05-14,16543,26420
2018-05-11,16515,26463
2018-05-10,16508,26257
2018-05-09,16504,26277
2018-05-08,16485,26362
2018-05-07,16514,26429
2018-05-04,16526,26409
2018-05-03,16518,26523
2018-05-02,16477,26566
2018-04-27,16550,26477
2018-04-26,16491,26360
2018-04-25,16476,26237
2018-04-24,16421,26171
2018-04-23,16385,26109
2018-04-20,16421,26114
2018-04-19,16362,26128
2018-04-18,16304,26150
2018-04-17,16292,26146
2018-04-16,16278,26112
2018-04-13,16284,26107
2018-04-12,16182,26184
2018-04-11,15942,26184
2018-04-10,16082,26206
2018-04-09,16074,26219
2018-04-06,16081,26202
2018-04-05,16016,26157
2018-04-04,15889,26149
2018-04-03,15866,26114
2018-03-28,15812,25995
2018-03-27,15947,25980
2018-03-26,15965,25994
2018-03-23,15990,25911
2018-03-22,16040,25938
2018-03-21,16061,25939
2018-03-20,16037,25963
2018-03-19,16018,25966
2018-03-16,16073,25937
2018-03-15,16075,25887
2018-03-14,16087,25921
2018-03-13,16104,25930
2018-03-12,16070,25903
2018-03-09,16088,25826
2018-03-08,16049,25769
2018-03-07,16066,25793
2018-03-06,16073,25823
2018-03-05,16073,25794
2018-03-02,16103,25727
2018-03-01,16090,25698
2018-02-28,16101,25615
2018-02-27,16024,25636
2018-02-26,15971,25628
2018-02-23,15973,25596
2018-02-22,15960,25615
2018-02-21,15974,25686
2018-02-20,15933,25601
2018-02-19,15892,25592
2018-02-16,15855,25537
2018-02-15,15815,25468
2018-02-14,15873,25510
2018-02-09,15903,25485
2018-02-08,15868,25390
2018-02-07,15814,25520
2018-02-06,15786,25448
2018-02-05,15762,25424
2018-02-02,15789,25449
2018-02-01,15741,25465
2018-01-31,15832,25389
2018-01-30,15743,25406
2018-01-29,15751,25399
2018-01-26,15639,25448
2018-01-25,15619,25577
2018-01-24,15625,25596
2018-01-23,15589,25655
2018-01-22,15530,25653
2018-01-19,15467,25705
2018-01-18,15419,25720
2018-01-17,15378,25706
2018-01-16,15301,25775
2018-01-15,15249,25819
2018-01-12,15242,25796
2018-01-11,15182,25904
2018-01-10,15148,25821
2018-01-09,15152,25996
2018-01-08,15158,26042
2018-01-05,15168,26146
2018-01-04,15072,26254
2018-01-03,15014,26359
2018-01-02,14933,26452
2017-12-29,14803,26428
2017-12-28,14775,26471
2017-12-27,14765,26359
2017-12-26,14777,26179
2017-12-22,14811,26095
2017-12-21,14777,25933
2017-12-20,14737,25822
2017-12-19,14790,25803
2017-12-18,14779,25737
2017-12-15,14768,25639
2017-12-14,14779,25423
2017-12-13,14815,25361
2017-12-12,14818,25349
2017-12-11,14766,25316
2017-12-07,14750,25244
2017-12-06,14744,25207
2017-12-05,14713,25193
2017-12-04,14754,25168
2017-12-01,14810,25157
2017-11-30,14796,25155
2017-11-29,14579,25019
2017-11-28,14711,24930
2017-11-27,14726,24892
2017-11-24,14706,25230
2017-11-23,14636,25282
2017-11-22,14662,25284
2017-11-21,14650,24859
2017-11-17,14558,24870
2017-11-16,14573,24877
2017-11-15,14549,24891
2017-11-14,14511,24867
2017-11-13,14462,24900
2017-11-10,14454,24947
2017-11-09,14390,24887
2017-11-08,14429,24861
2017-11-07,14415,24868
2017-11-03,14455,24824
2017-11-02,14441,24753
2017-11-01,14450,24704
2017-10-31,14470,24658
2017-10-30,14436,24632
2017-10-27,14452,24590
2017-10-26,14454,24593
2017-10-25,14414,24613
2017-10-24,14391,24650
2017-10-23,14337,24654
2017-10-20,14392,24632
2017-10-19,14403,24590
2017-10-18,14376,24551
2017-10-17,14355,24492
2017-10-13,14390,24444
2017-10-12,14372,24431
2017-10-11,14357,24514
2017-10-10,14379,24550
2017-10-09,14365,24477
2017-10-06,14366,24471
2017-10-05,14367,24448
2017-10-04,14332,24448
2017-10-03,14338,24383
2017-10-02,14319,24461
2017-09-29,14295,24418
2017-09-28,14244,24307
2017-09-27,14220,24324
2017-09-26,14158,24318
2017-09-25,14117,24366
2017-09-22,14164,24379
2017-09-21,14079,24445
2017-09-20,14079,24419
2017-09-19,14073,24458
2017-09-18,14043,24443
2017-09-15,14045,24443
2017-09-14,13927,24225
2017-09-13,14005,24193
2017-09-12,14068,24181
2017-09-11,14057,24192
2017-09-08,14064,24128
2017-09-07,14098,24127
2017-09-06,14073,24108
2017-09-05,14129,24106
2017-09-04,14172,24112
2017-09-01,14201,24107
2017-08-31,14190,24074
2017-08-30,14232,24130
2017-08-29,14171,24140
2017-08-28,14026,24164
2017-08-25,13922,24150
2017-08-24,14007,24076
2017-08-23,13987,24081
2017-08-22,13926,24157
2017-08-18,13959,24085
2017-08-17,13896,24097
2017-08-16,13853,24058
2017-08-15,13876,24084
2017-08-14,13804,23978
2017-08-11,13841,23926
2017-08-10,13815,23854
2017-08-09,13780,23756
2017-08-08,13802,23724
2017-08-07,13854,23688
2017-08-04,13872,23625
2017-08-03,13844,23541
2017-08-02,13776,23549
2017-08-01,13790,23464
2017-07-31,13757,23432
2017-07-28,13755,23398
2017-07-27,13731,23555
2017-07-26,13683,23518
2017-07-25,13655,23441
2017-07-24,13587,23403
2017-07-21,13617,23438
2017-07-20,13513,23386
2017-07-19,13456,23368
2017-07-18,13420,23403
2017-07-17,13379,23391
2017-07-14,13330,23131
2017-07-13,13239,23061
2017-07-12,13174,23057
2017-07-11,13145,23006
2017-07-10,13075,22967
2017-07-07,13054,22955
2017-07-06,13004,22927
2017-07-05,12905,22871
2017-07-04,12867,22842
2017-07-03,12829,22794
2017-06-30,12795,22704
2017-06-29,12734,22727
2017-06-28,12680,22795
2017-06-27,12462,22774
2017-06-26,12415,22842
2017-06-23,12433,22814
2017-06-22,12424,22770
2017-06-21,12390,22774
2017-06-19,12406,22850
2017-06-16,12344,22816
2017-06-15,12372,23044
2017-06-14,12329,23384
2017-06-13,12304,23111
2017-06-12,12280,23157
2017-06-09,12237,23205
2017-06-08,12141,23211
2017-06-07,12127,23212
2017-06-06,12129,23264
2017-06-05,12171,23239
2017-06-02,11997,23090
2017-06-01,11928,23120
2017-05-31,11866,23091
2017-05-30,11866,23101
2017-05-29,11830,23167
2017-05-26,11834,23535
2017-05-24,11783,23305
2017-05-23,11706,23325
2017-05-22,11565,23359
2017-05-19,11524,23392
2017-05-18,11536,23442
2017-05-17,11359,23524
2017-05-16,11288,23604
2017-05-15,11234,23660
2017-05-12,11149,23755
2017-05-11,11149,24102
2017-05-10,11154,24133
2017-05-09,11059,24206
2017-05-08,11036,24182
2017-05-05,11008,24151
2017-05-04,10941,24198
2017-05-03,10907,24218
2017-05-02,10898,24263
2017-04-28,10878,24262
2017-04-27,10859,24413
2017-04-26,10838,24524
2017-04-25,10819,24557
2017-04-24,10740,24644
2017-04-21,10752,24699
2017-04-20,10677,24768
2017-04-19,10615,24731
2017-04-18,10572,24788
2017-04-17,10512,24713
2017-04-12,10518,23539
2017-04-11,10529,23497
2017-04-10,10525,23504
2017-04-07,10467,23474
2017-04-06,10419,23485
2017-04-05,10399,23527
2017-04-04,10378,23535
2017-04-03,10340,23504
2017-03-31,10319,23368
2017-03-30,10326,23292
2017-03-29,10246,23275
2017-03-28,10227,23326
2017-03-27,10145,23331
2017-03-23,10122,23435
2017-03-22,10128,23457
2017-03-21,10053,23518
2017-03-20,10013,23563
2017-03-17,9958,23415
2017-03-16,9959,23415
2017-03-15,9932,23450
2017-03-14,9964,23401
2017-03-13,9968,23398
2017-03-10,10024,23264
2017-03-09,10001,23210
2017-03-08,9977,23223
2017-03-07,10020,23248
2017-03-06,9995,23212
2017-03-03,10008,23115
2017-03-02,9974,23109
2017-03-01,9912,23023
2017-02-24,9928,22977
2017-02-23,9967,22955
2017-02-22,9935,22951
2017-02-21,9891,22934
2017-02-20,9762,22903
2017-02-17,9765,23006
2017-02-16,9706,22947
2017-02-15,9612,22929
2017-02-14,9542,22926
2017-02-13,9478,22886
2017-02-10,9396,22795
2017-02-09,9430,22762
2017-02-08,9398,22764
2017-02-07,9420,22731
2017-02-06,9427,22709
2017-02-03,9375,22665
2017-02-02,9441,22636
2017-02-01,9403,22574
2017-01-31,9403,22561
2017-01-30,9401,22577
2017-01-27,9424,22539
2017-01-26,9455,22575
2017-01-25,9448,22599
2017-01-24,9410,22609
2017-01-23,9328,22659
2017-01-20,9338,22661
2017-01-19,9306,22633
2017-01-18,9263,22632
2017-01-17,9227,22639
2017-01-16,9160,22672
2017-01-13,9145,22727
2017-01-12,9132,22685
2017-01-11,9104,22695
2017-01-10,9052,22725
2017-01-09,9033,22706
